x,y,z,yaw,velocity,change_flag
277.0369,-133.3962,0.0000,-0.0017,10.0000,0
278.0368,-133.3979,0.0000,-0.0017,10.0000,0
279.0368,-133.3995,0.0000,-0.0017,10.0000,0
280.0368,-133.4012,0.0000,-0.0017,10.0000,0
281.0368,-133.4029,0.0000,-0.0017,10.0000,0
282.0368,-133.4046,0.0000,-0.0017,10.0000,0
283.0368,-133.4063,0.0000,-0.0017,10.0000,0
284.0368,-133.4079,0.0000,-0.0017,10.0000,0
285.0368,-133.4096,0.0000,-0.0017,10.0000,0
286.0368,-133.4113,0.0000,-0.0017,10.0000,0
287.0368,-133.4130,0.0000,-0.0017,10.0000,0
288.0368,-133.4147,0.0000,-0.0017,10.0000,0
289.0368,-133.4163,0.0000,-0.0017,10.0000,0
290.0368,-133.4180,0.0000,-0.0017,10.0000,0
291.0368,-133.4197,0.0000,-0.0017,10.0000,0
292.0368,-133.4214,0.0000,-0.0017,10.0000,0
293.0368,-133.4231,0.0000,-0.0017,10.0000,0
294.0368,-133.4247,0.0000,-0.0017,10.0000,0
295.0368,-133.4264,0.0000,-0.0017,10.0000,0
296.0368,-133.4281,0.0000,-0.0017,10.0000,0
297.0368,-133.4298,0.0000,-0.0017,10.0000,0
298.0368,-133.4315,0.0000,-0.0017,10.0000,0
299.0368,-133.4332,0.0000,-0.0017,10.0000,0
300.0368,-133.4348,0.0000,-0.0017,10.0000,0
301.0368,-133.4365,0.0000,-0.0017,10.0000,0
302.0368,-133.4382,0.0000,-0.0017,10.0000,0
303.0368,-133.4399,0.0000,-0.0017,10.0000,0
304.0368,-133.4416,0.0000,-0.0017,10.0000,0
305.0368,-133.4432,0.0000,-0.0017,10.0000,0
306.0368,-133.4449,0.0000,-0.0017,10.0000,0
307.0368,-133.4466,0.0000,-0.0017,10.0000,0
308.0368,-133.4483,0.0000,-0.0017,10.0000,0
309.0368,-133.4500,0.0000,-0.0017,10.0000,0
310.0368,-133.4516,0.0000,-0.0017,10.0000,0
311.0368,-133.4533,0.0000,-0.0017,10.0000,0
312.0368,-133.4550,0.0000,-0.0017,10.0000,0
313.0368,-133.4567,0.0000,-0.0017,10.0000,0
314.0368,-133.4584,0.0000,-0.0017,10.0000,0
315.0368,-133.4601,0.0000,-0.0017,10.0000,0
316.0368,-133.4617,0.0000,-0.0017,10.0000,0
317.0368,-133.4634,0.0000,-0.0017,10.0000,0
318.0368,-133.4651,0.0000,-0.0017,10.0000,0
319.0368,-133.4668,0.0000,-0.0017,10.0000,0
320.0368,-133.4685,0.0000,-0.0017,10.0000,0
321.0368,-133.4701,0.0000,-0.0017,10.0000,0
322.0368,-133.4718,0.0000,-0.0017,10.0000,0
323.0368,-133.4735,0.0000,-0.0017,10.0000,0
324.0368,-133.4752,0.0000,-0.0017,10.0000,0
325.0368,-133.4769,0.0000,-0.0017,10.0000,0
326.0368,-133.4785,0.0000,-0.0017,10.0000,0
327.0368,-133.4802,0.0000,-0.0017,10.0000,0
328.0368,-133.4819,0.0000,-0.0017,10.0000,0
328.6433,-133.4829,0.0000,0.2408,10.0000,0
329.6144,-133.2444,0.0000,0.2408,10.0000,0
330.5856,-133.0059,0.0000,0.2408,10.0000,0
331.5567,-132.7674,0.0000,0.2408,10.0000,0
331.7197,-132.7273,0.0000,0.6667,10.0000,0
332.5055,-132.1089,0.0000,0.6667,10.0000,0
333.2914,-131.4906,0.0000,0.6667,10.0000,0
334.0773,-130.8722,0.0000,0.6667,10.0000,0
334.8631,-130.2538,0.0000,0.6667,10.0000,0
335.0119,-130.1367,0.0000,1.3016,10.0000,0
335.2778,-129.1727,0.0000,1.3016,10.0000,0
335.5438,-128.2087,0.0000,1.3016,10.0000,0
335.8097,-127.2447,0.0000,1.3016,10.0000,0
336.0756,-126.2807,0.0000,1.3016,10.0000,0
336.3072,-125.4412,0.0000,1.4402,10.0000,0
336.4374,-124.4497,0.0000,1.4402,10.0000,0
336.5676,-123.4582,0.0000,1.4402,10.0000,0
336.6978,-122.4668,0.0000,1.4402,10.0000,0
336.8280,-121.4753,0.0000,1.4402,10.0000,0
336.9582,-120.4838,0.0000,1.4402,10.0000,0
337.0088,-120.0981,0.0000,1.4668,10.0000,0
337.1126,-119.1035,0.0000,1.4668,10.0000,0
337.2164,-118.1089,0.0000,1.4668,10.0000,0
337.3202,-117.1143,0.0000,1.4668,10.0000,0
337.4240,-116.1197,0.0000,1.4668,10.0000,0
337.5278,-115.1251,0.0000,1.4668,10.0000,0
337.6315,-114.1305,0.0000,1.4668,10.0000,0
337.6565,-113.8914,0.0000,1.6429,10.0000,0
337.5845,-112.8940,0.0000,1.6429,10.0000,0
337.5124,-111.8966,0.0000,1.6429,10.0000,0
337.4404,-110.8992,0.0000,1.6429,10.0000,0
337.3684,-109.9018,0.0000,1.6429,10.0000,0
337.2963,-108.9044,0.0000,1.6429,10.0000,0
337.2243,-107.9070,0.0000,1.6429,10.0000,0
337.1522,-106.9096,0.0000,1.6429,10.0000,0
337.0802,-105.9122,0.0000,1.6429,10.0000,0
337.0082,-104.9148,0.0000,1.6429,10.0000,0
336.9549,-104.1766,0.0000,1.5661,10.0000,0
336.9596,-103.1766,0.0000,1.5661,10.0000,0
336.9643,-102.1766,0.0000,1.5661,10.0000,0
336.9691,-101.1766,0.0000,1.5661,10.0000,0
336.9738,-100.1766,0.0000,1.5661,10.0000,0
336.9786,-99.1766,0.0000,1.5661,10.0000,0
336.9833,-98.1766,0.0000,1.5661,10.0000,0
336.9881,-97.1767,0.0000,1.5661,10.0000,0
336.9928,-96.1767,0.0000,1.5661,10.0000,0
336.9975,-95.1767,0.0000,1.5661,10.0000,0
337.0023,-94.1767,0.0000,1.5661,10.0000,0
337.0070,-93.1767,0.0000,1.5661,10.0000,0
337.0118,-92.1767,0.0000,1.5661,10.0000,0
337.0165,-91.1767,0.0000,1.5661,10.0000,0
